coach_id,team_id,year
36,248,2016
36,248,2017
36,248,2018
37,239,2020
37,239,2021
37,239,2022
38,242,1914
38,242,1915
38,242,1916
38,242,1917
38,242,1919
38,242,1920
38,242,1921
38,242,1922
38,242,1923
39,99,1987
39,99,1988
39,99,1989
39,99,1990
40,218,1983
40,218,1984
40,218,1985
40,218,1986
40,218,1987
40,218,1988
41,254,1925
41,254,1926
41,254,1927
41,254,1928
41,254,1929
41,254,1930
41,254,1931
41,254,1932
41,254,1933
41,254,1934
41,254,1935
41,254,1936
41,254,1937
41,254,1938
41,254,1939
41,254,1940
41,254,1941
41,254,1942
41,254,1943
41,254,1944
41,254,1945
41,254,1946
41,254,1947
41,254,1948
41,254,1949
42,99,1984
42,99,1985
42,99,1986
44,328,1998
44,328,1999
45,36,1973
45,36,1974
45,36,1975
45,36,1976
45,36,1977
45,36,1978
45,36,1979
45,36,1980
45,36,1981
46,2006,2019
46,2006,2020
46,2006,2021
48,252,1949
48,252,1950
48,252,1951
48,252,1952
48,252,1953
48,252,1954
48,252,1955
49,2440,1992
49,2440,1994
49,2440,1995
49,2440,2004
49,2440,2005
49,2440,2006
49,2440,2007
49,2440,2008
49,2440,2009
49,2440,2010
49,2440,2011
49,2440,2012
50,68,2021
50,68,2022
51,204,1980
51,204,1981
51,204,1982
51,204,1983
51,204,1984
52,189,2014
52,189,2015
52,183,2016
52,183,2017
52,183,2018
52,183,2019
52,183,2020
52,183,2021
52,183,2022
53,77,1919
53,2306,1920
53,2306,1921
53,2306,1922
53,2306,1923
53,2306,1924
53,2306,1925
53,2306,1926
53,2306,1927
53,57,1928
53,57,1929
53,57,1930
53,57,1931
53,57,1932
53,127,1933
53,127,1934
53,127,1935
53,127,1936
53,127,1937
53,127,1938
53,127,1939
53,127,1940
53,127,1941
53,127,1942
53,127,1944
53,127,1945
53,127,1946
54,245,1905
54,245,1906
55,24,1918
56,264,1921
56,264,1922
56,264,1923
56,264,1924
56,264,1925
56,264,1926
56,264,1927
56,264,1928
56,264,1929
57,235,1986
57,235,1987
57,235,1988
57,2638,1993
57,2638,1994
57,2638,1995
57,2638,1996
57,2638,1997
57,2638,1998
57,2638,1999
58,242,2007
58,242,2008
58,242,2009
58,242,2010
58,242,2011
58,242,2012
58,242,2013
58,242,2014
58,242,2015
58,242,2016
58,242,2017
59,231,1973
59,231,1974
59,231,1975
59,231,1976
59,231,1977
59,2643,1978
59,2643,1979
59,2643,1980
59,2643,1981
59,151,1985
59,151,1986
59,151,1987
59,151,1988
60,23,1997
60,23,1998
60,23,1999
60,23,2000
61,2329,1922
61,2329,1923
61,154,1926
61,154,1927
62,309,1999
62,309,2000
62,309,2001
63,2509,1893
63,2509,1894
63,2509,1895
63,2509,1901
64,66,1986
65,245,2017
66,2181,1918
66,2181,1919
66,2181,1920
66,2633,1921
66,2633,1922
66,2633,1923
66,2633,1924
66,2633,1925
67,77,1898
68,130,1892
68,130,1893
69,322,1908
69,153,1953
69,153,1954
69,153,1955
70,2,1976
70,2,1977
70,2,1978
70,2,1979
70,2,1980
71,167,2011
72,61,1904
73,26,1958
73,26,1959
73,26,1960
73,26,1961
73,26,1962
73,26,1963
73,26,1964
74,167,1942
74,167,1944
74,167,1945
74,167,1946
75,77,1992
75,77,1993
75,77,1994
75,77,1995
75,77,1996
75,77,1997
75,77,1998
75,38,1999
75,38,2000
75,38,2001
75,38,2002
75,38,2003
75,38,2004
75,38,2005
76,2633,1941
76,2633,1942
76,2633,1944
76,2633,1945
76,8,1946
76,8,1947
76,8,1948
76,8,1949
77,30,1941
78,275,1908
78,275,1909
78,275,1910
79,238,1945
80,2638,1974
80,2638,1975
80,2638,1976
81,2729,1951
81,2579,1961
81,2579,1962
81,2579,1963
81,2579,1964
81,2579,1965
83,2,1903
84,193,2013
85,2633,1970
85,2633,1971
85,2633,1972
85,2633,1973
85,2633,1974
85,2633,1975
85,2633,1976
86,183,1947
86,183,1948
87,172,1896
87,349,1911
88,239,1969
88,239,1970
88,239,1971
89,259,1987
89,259,1988
89,259,1989
89,259,1990
89,259,1991
89,259,1992
89,259,1993
89,259,1994
89,259,1995
89,259,1996
89,259,1997
89,259,1998
89,259,1999
89,259,2000
89,259,2001
89,259,2002
89,259,2003
89,259,2004
89,259,2005
89,259,2006
89,259,2007
89,259,2008
89,259,2009
89,259,2010
89,259,2011
89,259,2012
89,259,2013
89,259,2014
89,259,2015
90,2579,2021
90,2579,2022
91,158,1925
91,158,1926
91,158,1927
91,158,1928
92,2305,2015
92,2305,2016
92,2305,2017
92,2305,2018
93,2649,2009
93,2649,2010
93,356,2012
93,356,2013
93,356,2014
94,213,1949
95,2348,1979
96,2628,1923
96,2628,1924
96,2628,1925
96,2628,1926
96,2628,1927
96,2628,1928
96,245,1929
96,245,1930
96,245,1931
96,245,1932
96,245,1933
96,2567,1935
96,2567,1936
96,2567,1937
96,2567,1938
96,2567,1939
96,2567,1940
96,2567,1941
96,2567,1945
96,2567,1946
96,2567,1947
96,2567,1948
96,2567,1949
97,2579,1982
98,113,2019
98,113,2020
98,113,2021
99,245,1972
99,245,1973
99,245,1974
99,245,1975
99,245,1976
99,245,1977
99,245,1978
99,344,1979
99,344,1980
99,344,1981
99,344,1982
99,344,1983
99,344,1984
99,344,1985
100,2483,1995
100,2483,1996
100,2483,1997
100,2483,1998
100,2483,1999
100,2483,2000
100,2483,2001
100,2483,2002
100,2483,2003
100,2483,2004
100,2483,2005
100,2483,2006
100,2483,2007
100,2483,2008
101,2306,1915
101,2633,1916
101,2633,1919
101,2633,1920
102,202,1939
102,202,1940
103,2579,1909
104,2567,2002
104,2567,2003
104,2567,2004
104,2567,2005
104,2567,2006
104,2567,2007
104,221,2010
105,254,1910
105,254,1911
105,254,1912
105,254,1913
106,219,1981
106,242,1986
106,242,1987
106,242,1988
106,218,1989
106,218,1990
106,218,1991
106,218,1992
107,259,1917
107,259,1918
107,259,1919
108,2426,1908
108,2426,1909
108,2426,1910
109,2655,1904
110,349,2000
110,349,2001
110,349,2002
110,349,2003
110,2433,2010
110,2433,2011
110,2433,2012
110,2433,2013
110,2433,2014
110,2433,2015
111,2509,1902
112,258,1976
112,258,1977
112,258,1978
112,258,1979
112,258,1980
112,258,1981
113,8,1908
113,8,1909
113,8,1910
113,8,1911
113,8,1912
113,2483,1916
113,2483,1917
113,213,1918
113,213,1919
113,213,1920
113,213,1921
113,213,1922
113,213,1923
113,213,1924
113,213,1925
113,213,1926
113,213,1927
113,213,1928
113,213,1929
114,99,1916
114,245,1917
114,245,1919
114,245,1920
114,245,1921
114,245,1922
114,245,1923
114,245,1924
114,245,1925
114,245,1926
114,245,1927
114,245,1928
114,158,1929
114,158,1930
114,158,1931
114,158,1932
114,158,1933
114,158,1934
114,158,1935
114,158,1936
114,251,1937
114,251,1938
114,251,1939
114,251,1940
114,251,1941
114,251,1942
114,251,1943
114,251,1944
114,251,1945
114,251,1946
115,103,1981
115,103,1982
115,103,1983
115,103,1984
115,103,1985
115,103,1986
115,103,1987
115,103,1988
115,103,1989
115,103,1990
115,2348,1999
115,2348,2000
115,2348,2001
115,2348,2002
115,2348,2003
115,2348,2004
115,2348,2005
115,2348,2006
116,275,2006
116,275,2007
116,275,2008
116,275,2009
116,275,2010
116,275,2011
116,275,2012
116,8,2013
116,8,2014
116,8,2015
116,8,2016
116,8,2017
116,356,2021
116,356,2022
117,344,1925
117,344,1926
117,2655,1927
117,2655,1928
117,2655,1929
117,2655,1930
117,2655,1931
117,135,1932
117,135,1933
117,135,1934
117,135,1935
117,135,1936
117,135,1937
117,135,1938
117,135,1939
117,135,1940
117,135,1941
117,135,1945
117,135,1946
117,135,1947
117,135,1948
117,135,1949
117,135,1950
118,154,1916
119,2572,2020
120,194,1946
120,2142,1947
120,2142,1948
120,2142,1949
120,2142,1950
120,2142,1951
121,2132,1955
121,2132,1956
121,2132,1957
121,2132,1958
121,2132,1959
121,2132,1960
121,258,1965
121,258,1966
121,258,1967
121,258,1968
121,258,1969
121,258,1970
122,2309,1978
122,2309,1979
122,2309,1980
123,159,1955
123,159,1956
123,159,1957
123,159,1958
123,159,1959
123,159,1960
123,159,1961
123,159,1962
123,159,1963
123,159,1964
123,159,1965
123,159,1966
123,159,1967
123,159,1968
123,159,1969
123,159,1970
123,356,1971
123,356,1972
123,356,1973
123,356,1974
123,356,1975
123,356,1976
123,172,1977
123,172,1978
123,172,1979
123,172,1980
123,172,1981
124,189,1991
124,189,1992
124,189,1993
124,189,1994
124,189,1995
124,189,1996
124,189,1997
124,189,1998
124,189,1999
124,189,2000
125,151,2018
126,159,1934
126,159,1935
126,159,1936
126,159,1937
126,159,1938
126,159,1939
126,159,1940
126,349,1941
126,349,1942
126,349,1943
126,349,1944
126,349,1945
126,349,1946
126,349,1947
126,349,1948
126,349,1949
126,349,1950
126,349,1951
126,349,1952
126,349,1953
126,349,1954
126,349,1955
126,349,1956
126,349,1957
126,349,1958
127,201,1996
127,201,1997
127,201,1998
128,2653,2001
128,2653,2002
128,2653,2003
128,2653,2004
128,2653,2005
128,2653,2006
128,2653,2007
128,2653,2008
128,2653,2009
128,2653,2010
128,2653,2011
128,2653,2012
128,2653,2013
128,2653,2014
129,2751,1940
130,202,2011
130,202,2012
130,202,2013
130,202,2014
131,349,1893
131,2329,1895
132,242,2018
132,242,2019
132,242,2020
132,242,2021
132,242,2022
133,333,1903
133,333,1904
134,2032,1993
134,2032,1994
134,2032,1995
134,2032,1996
135,36,2015
135,36,2016
135,36,2017
135,36,2018
135,36,2019
135,2579,2020
136,61,1908
136,259,1909
136,259,1910
136,153,1911
136,259,1912
136,259,1913
136,259,1914
136,259,1915
136,2579,1925
136,2579,1926
137,2751,2014
137,2751,2015
137,2751,2016
137,2751,2017
137,2751,2018
137,2751,2019
137,2751,2020
137,2751,2021
137,2751,2022
138,2,1928
138,2,1929
139,2628,1914
139,96,1917
140,2117,2015
140,2117,2016
140,2117,2017
140,2117,2018
141,2305,1918
142,278,1973
142,278,1974
142,278,1975
143,158,1900
143,158,1901
143,158,1902
143,158,1903
143,158,1904
143,158,1905
144,99,1902
145,277,1970
145,277,1971
145,277,1972
145,277,1973
145,277,1974
145,277,1975
145,52,1976
145,52,1977
145,52,1978
145,52,1979
145,52,1980
145,52,1981
145,52,1982
145,52,1983
145,52,1984
145,52,1985
145,52,1986
145,52,1987
145,52,1988
145,52,1989
145,52,1990
145,52,1991
145,52,1992
145,52,1993
145,52,1994
145,52,1995
145,52,1996
145,52,1997
145,52,1998
145,52,1999
145,52,2000
145,52,2001
145,52,2002
145,52,2003
145,52,2004
145,52,2005
145,52,2006
145,52,2007
145,52,2008
145,52,2009
146,2,1993
146,2,1994
146,2,1995
146,2,1996
146,2,1997
146,2,1998
146,2006,2012
146,2006,2013
146,2006,2014
146,2006,2015
146,2006,2016
146,2006,2017
146,2006,2018
146,2433,2021
146,2433,2022
147,2655,1997
147,2655,1998
147,228,1999
147,228,2000
147,228,2001
147,228,2002
147,228,2003
147,228,2004
147,228,2005
147,228,2006
147,228,2007
147,228,2008
148,2572,1990
148,2572,1991
148,2572,1992
148,2572,1993
148,2572,1994
148,2572,1995
148,2572,1996
148,2572,1997
148,2572,1998
148,2572,1999
148,2572,2000
148,2572,2001
148,2572,2002
148,2572,2003
148,2572,2004
148,2572,2005
148,2572,2006
148,2572,2007
149,221,1939
149,221,1940
149,221,1941
149,221,1942
150,239,1956
150,239,1957
150,239,1958
151,349,1904
151,349,1905
152,213,1899
153,166,1973
153,166,1974
153,166,1975
153,166,1976
153,166,1977
154,96,1962
154,96,1963
154,96,1964
154,96,1965
154,96,1966
154,96,1967
154,96,1968
155,2026,1972
155,2026,1973
155,2026,1974
155,2026,1975
155,2026,1976
155,2026,1977
155,2026,1978
155,2026,1979
156,189,2003
156,189,2004
156,189,2005
156,189,2006
156,189,2007
156,189,2008
157,23,2017
157,23,2018
157,23,2019
157,23,2020
157,23,2021
157,23,2022
158,87,1954
158,87,1955
158,87,1956
158,87,1957
158,87,1958
159,2348,1980
159,2348,1981
159,145,1983
159,145,1984
159,145,1985
159,145,1986
159,145,1987
159,145,1988
159,145,1989
159,145,1990
159,145,1991
159,145,1992
159,145,1993
160,135,2007
160,135,2008
160,135,2009
160,135,2010
161,153,1909
161,153,1910
162,239,1959
162,239,1960
162,239,1961
162,239,1962
162,239,1963
162,239,1964
162,239,1965
162,239,1966
162,239,1967
162,239,1968
163,239,1920
163,239,1921
163,239,1922
163,239,1923
163,239,1924
163,239,1925
164,248,2003
164,248,2004
164,248,2005
164,248,2006
164,248,2007
164,239,2008
164,239,2009
164,239,2010
164,239,2011
164,239,2012
164,239,2013
164,239,2014
164,239,2015
165,2633,1935
166,349,2007
166,349,2008
167,98,2014
167,98,2015
167,98,2016
167,2509,2017
167,2509,2018
167,2509,2019
167,2509,2020
167,2509,2021
167,2509,2022
168,23,1950
168,23,1951
168,23,1952
168,23,1953
168,23,1954
168,23,1955
168,23,1956
169,219,1913
169,219,1914
169,219,1915
170,2006,2004
170,2006,2005
170,2006,2006
170,2006,2007
170,2006,2008
170,2006,2009
171,2483,1977
171,2483,1978
171,2483,1979
171,2483,1980
171,2483,1981
171,2483,1982
171,2483,1983
171,2483,1984
171,2483,1985
171,2483,1986
171,2483,1987
171,2483,1988
171,2483,1989
171,2483,1990
171,2483,1991
171,2483,1992
171,2483,1993
171,2483,1994
171,96,2003
171,96,2004
171,96,2005
171,96,2006
171,96,2007
171,96,2008
171,96,2009
172,202,1946
172,202,1947
172,202,1948
172,202,1949
172,202,1950
172,202,1951
172,202,1952
173,2655,1909
174,113,2022
175,2,1948
175,2,1949
175,2,1950
176,2655,1985
176,2655,1986
176,2655,1987
176,153,1988
176,153,1989
176,153,1990
176,153,1991
176,153,1992
176,153,1993
176,153,1994
176,153,1995
176,153,1996
176,153,1997
176,251,1998
176,251,1999
176,251,2000
176,251,2001
176,251,2002
176,251,2003
176,251,2004
176,251,2005
176,251,2006
176,251,2007
176,251,2008
176,251,2009
176,251,2010
176,251,2011
176,251,2012
176,251,2013
176,153,2019
176,153,2020
176,153,2021
176,153,2022
177,2653,2015
177,2653,2016
177,2653,2017
177,2653,2018
177,277,2019
177,277,2020
177,277,2021
177,277,2022
178,194,1941
178,194,1942
178,194,1943
179,259,1908
180,153,1904
181,259,1902
182,2132,1983
182,242,1984
182,242,1985
182,238,1986
182,238,1987
182,238,1988
182,238,1989
182,238,1990
183,142,1957
183,8,1958
183,8,1959
183,8,1960
183,8,1961
183,8,1962
183,8,1963
183,8,1964
183,8,1965
183,8,1966
183,8,1967
183,8,1968
183,8,1969
183,8,1970
183,8,1971
183,8,1972
183,8,1973
183,8,1974
183,8,1975
183,8,1976
184,66,1973
184,66,1974
184,66,1975
184,66,1976
184,66,1977
184,66,1978
184,194,1979
184,194,1980
184,194,1981
184,194,1982
184,194,1983
184,194,1984
184,194,1985
184,194,1986
184,194,1987
184,36,1989
184,36,1990
184,36,1991
184,36,1992
185,275,1956
185,275,1957
185,275,1958
185,275,1959
185,275,1960
185,275,1961
185,275,1962
185,275,1963
185,275,1964
185,275,1965
185,275,1966
186,2638,1950
186,2638,1951
186,2638,1952
186,2638,1953
186,2638,1954
186,2638,1955
186,2638,1956
187,120,1945
187,96,1946
187,96,1947
187,96,1948
187,96,1949
187,96,1950
187,96,1951
187,96,1952
187,96,1953
187,245,1954
187,245,1955
187,245,1956
187,245,1957
187,333,1958
187,333,1959
187,333,1960
187,333,1961
187,333,1962
187,333,1963
187,333,1964
187,333,1965
187,333,1966
187,333,1967
187,333,1968
187,333,1969
187,333,1970
187,333,1971
187,333,1972
187,333,1973
187,333,1974
187,333,1975
187,333,1976
187,333,1977
187,333,1978
187,333,1979
187,333,1980
187,333,1981
187,333,1982
188,195,1985
188,195,1986
188,195,1987
188,195,1988
188,195,1989
189,113,1904
190,153,2001
190,153,2002
190,153,2003
190,153,2004
190,153,2005
190,153,2006
191,195,1979
191,195,1980
191,195,1981
191,195,1982
191,195,1983
191,195,1984
192,239,1907
193,2509,1942
193,2509,1943
195,2294,1961
195,2294,1962
195,2294,1963
195,2294,1964
195,2294,1965
196,202,2000
196,202,2001
196,202,2002
197,2509,1982
197,2509,1983
197,2509,1984
197,2509,1985
197,2509,1986
198,57,1917
198,57,1918
198,57,1919
199,309,2002
199,309,2003
199,309,2004
199,309,2005
199,309,2006
199,309,2007
199,309,2008
199,309,2009
199,309,2010
200,61,1939
200,61,1940
200,61,1941
200,61,1942
200,61,1943
200,61,1944
200,61,1945
200,61,1946
200,61,1947
200,61,1948
200,61,1949
200,61,1950
200,61,1951
200,61,1952
200,61,1953
200,61,1954
200,61,1955
200,61,1956
200,61,1957
200,61,1958
200,61,1959
200,61,1960
201,120,1917
201,120,1918
201,120,1919
201,120,1920
201,120,1921
201,120,1922
201,120,1923
201,120,1924
201,120,1925
201,120,1926
201,120,1927
201,120,1928
201,120,1929
201,120,1930
201,120,1931
201,120,1932
201,120,1933
201,120,1934
202,36,1981
203,344,1930
204,349,1966
204,349,1967
204,349,1968
204,349,1969
204,349,1970
204,349,1971
204,349,1972
204,349,1973
205,163,1946
205,163,1947
205,163,1948
205,163,1949
205,163,1950
205,163,1951
205,163,1952
205,163,1953
205,163,1954
205,163,1955
205,163,1956
206,154,1993
206,154,1994
206,154,1995
206,154,1996
206,154,1997
206,154,1998
206,154,1999
206,154,2000
207,238,2010
208,2005,2007
208,2005,2008
208,2005,2009
208,2005,2010
208,2005,2011
208,2005,2012
208,2005,2013
208,2005,2014
208,2005,2015
208,2005,2016
208,2005,2017
208,2005,2018
208,2005,2019
208,2005,2020
208,2005,2021
208,2005,2022
209,158,2004
209,158,2005
209,158,2006
209,158,2007
210,2132,1969
210,2132,1970
210,2132,1971
210,2132,1972
212,2483,1932
212,2483,1933
212,2483,1934
212,2483,1935
212,2483,1936
212,2483,1937
213,84,1997
213,84,1998
213,84,1999
213,84,2000
213,84,2001
214,97,1962
214,97,1963
214,97,1964
214,97,1965
214,97,1966
214,97,1967
214,97,1968
215,43,1888
215,43,1889
215,43,1890
215,43,1891
215,43,1892
217,2649,2011
217,2649,2012
217,2649,2013
217,2649,2014
217,2649,2015
217,66,2016
217,66,2017
217,66,2018
217,66,2019
217,66,2020
217,66,2021
217,66,2022
219,153,1916
219,153,1919
219,258,1922
220,120,2018
221,249,2010
222,2649,2015
222,2649,2016
222,2649,2017
222,2649,2018
222,2649,2019
222,2649,2020
222,2649,2021
222,2649,2022
223,2305,1926
223,2305,1927
224,23,2013
224,23,2014
224,23,2015
224,23,2016
225,2459,2012
225,2459,2013
225,2459,2014
225,2459,2015
225,2459,2016
225,2459,2017
225,2459,2018
225,218,2019
225,218,2020
225,218,2021
226,142,1932
226,142,1933
226,142,1934
227,202,1969
228,277,1966
228,277,1967
228,277,1968
228,277,1969
228,2641,1970
228,2641,1971
228,2641,1972
228,2641,1973
228,2641,1974
228,2579,1975
228,2579,1976
228,2579,1977
228,2579,1978
228,2579,1979
228,2579,1980
228,2579,1981
229,2572,1982
229,2572,1983
229,2572,1984
229,2572,1985
229,2572,1986
229,2572,1987
230,130,1995
230,130,1996
230,130,1997
230,130,1998
230,130,1999
230,130,2000
230,130,2001
230,130,2002
230,130,2003
230,130,2004
230,130,2005
230,130,2006
230,130,2007
231,30,2001
231,30,2002
231,30,2003
231,30,2004
231,30,2005
231,30,2006
231,30,2007
231,30,2008
231,30,2009
232,59,1967
232,59,1968
232,59,1969
232,59,1970
232,59,1971
233,221,1950
233,2483,1951
233,2483,1952
233,2483,1953
233,2483,1954
233,2483,1955
233,2483,1956
233,2483,1957
233,2483,1958
233,2483,1959
233,2483,1960
233,2483,1961
233,2483,1962
233,2483,1963
233,2483,1964
233,2483,1965
233,2483,1966
234,36,1910
235,12,1939
235,12,1940
235,12,1941
235,12,1942
235,12,1946
235,12,1947
235,12,1948
236,38,1906
236,38,1907
237,2294,1906
237,2294,1907
237,2294,1908
238,166,1955
238,166,1956
238,166,1957
239,2567,1997
239,2567,1998
239,2567,1999
239,2567,2000
239,2567,2001
240,349,1980
240,349,1981
240,349,1982
241,107,1903
241,107,1904
241,107,1905
241,159,1912
241,159,1913
241,159,1914
241,159,1915
241,159,1916
241,103,1919
242,2641,1932
242,2641,1933
242,2641,1934
242,2641,1935
242,2641,1936
242,2641,1937
242,2641,1938
242,2641,1939
242,2641,1940
243,324,2017
243,324,2019
243,324,2020
243,324,2021
243,324,2022
244,344,1909
244,344,1910
244,344,1911
244,344,1912
244,344,1913
245,2294,1903
245,2294,1904
245,2294,1905
246,2633,2012
248,2426,1990
248,2426,1991
248,2426,1992
248,2426,1993
248,2426,1994
249,264,1953
249,264,1954
249,264,1955
250,251,1947
250,251,1948
250,251,1949
250,251,1950
251,251,1934
251,251,1935
251,251,1936
252,84,1914
252,84,1915
253,66,2007
253,66,2008
253,2,2009
253,2,2010
253,2,2011
253,2,2012
254,2199,1976
254,2199,1977
254,103,1978
254,103,1979
254,103,1980
254,2309,1981
254,2309,1982
256,2751,2009
256,2751,2010
256,2751,2011
256,2751,2012
256,2751,2013
257,24,1972
257,24,1973
257,24,1974
257,24,1975
257,24,1976
258,221,2012
258,221,2013
258,221,2014
258,275,2015
258,275,2016
258,275,2017
258,275,2018
258,275,2019
258,275,2020
258,275,2021
258,275,2022
259,2509,1897
260,256,2022
261,277,1976
261,277,1977
261,277,1978
261,277,1979
262,2084,1999
262,2084,2000
263,135,2015
263,135,2016
264,259,1961
264,259,1962
264,259,1963
264,259,1964
264,259,1965
264,259,1966
264,259,1967
264,259,1968
264,259,1969
264,259,1970
264,120,1972
264,120,1973
264,120,1974
264,120,1975
264,120,1976
264,120,1977
264,120,1978
264,120,1979
264,120,1980
264,120,1981
264,96,1982
264,96,1983
264,96,1984
264,96,1985
264,96,1986
264,96,1987
264,96,1988
264,96,1989
265,265,1964
265,265,1965
265,265,1966
265,265,1967
267,30,1957
267,30,1958
267,30,1959
268,2305,1921
268,2305,1922
268,2305,1923
268,2305,1924
268,2305,1925
268,158,1945
268,158,1948
269,2026,2019
269,2026,2020
269,2026,2021
269,2026,2022
270,167,1956
270,167,1957
271,189,2009
271,189,2010
271,189,2011
271,189,2012
271,189,2013
271,154,2014
271,154,2015
271,154,2016
271,154,2017
271,154,2018
271,154,2019
271,154,2020
271,154,2021
271,154,2022
272,2633,1911
272,2633,1912
272,2633,1913
272,2633,1914
272,2633,1915
272,2306,1916
272,2306,1917
272,2306,1918
272,2306,1919
273,275,1967
273,275,1968
273,275,1969
274,228,1905
275,2426,1900
275,163,1902
276,135,1894
277,228,1927
277,228,1928
277,228,1929
277,228,1930
277,57,1936
277,57,1937
277,57,1938
277,57,1939
278,154,1928
279,259,1971
279,259,1972
279,259,1973
280,99,1928
280,99,1929
280,99,1930
280,99,1931
281,2390,2001
281,2390,2002
281,2390,2003
281,2390,2004
281,2390,2005
281,2390,2006
281,2636,2012
281,2636,2013
281,2636,2014
281,2636,2015
282,8,1942
283,158,1907
283,158,1908
283,158,1909
283,158,1910
284,258,1905
285,258,1919
286,166,1951
286,166,1952
287,2509,1991
287,2509,1992
287,2509,1993
287,2509,1994
287,2509,1995
287,2509,1996
288,96,1954
288,96,1955
288,96,1956
288,96,1957
288,96,1958
288,96,1959
288,96,1960
288,96,1961
289,2638,1957
289,2638,1958
289,2638,1959
289,2638,1960
289,2638,1961
290,2572,1975
290,2572,1976
290,2572,1977
290,2572,1978
290,2572,1979
290,2572,1980
290,2572,1981
290,2567,1982
290,2567,1983
290,2567,1984
290,2567,1985
290,2567,1986
291,153,1926
291,153,1927
291,153,1928
291,153,1929
291,153,1930
291,153,1931
291,153,1932
291,153,1933
292,218,2017
292,218,2018
292,59,2019
292,59,2020
292,59,2021
292,59,2022
293,2433,2002
294,2433,1981
295,163,1957
295,163,1958
295,163,1959
295,163,1960
295,163,1961
295,163,1962
295,163,1963
295,163,1964
295,163,1965
295,163,1966
295,163,1967
295,163,1968
296,2294,1974
296,2294,1975
296,2294,1976
296,2294,1977
296,2294,1978
297,242,1972
297,242,1973
297,242,1974
297,242,1975
298,258,1908
299,202,1977
299,202,1978
299,202,1979
299,202,1980
299,202,1981
299,202,1982
299,202,1983
299,202,1984
299,9,1985
299,9,1986
