year,team_id,stat_name,stat_value
2010,2294,turnovers,11
2010,23,interceptions,18
2010,23,penalties,84
2010,23,rushingYards,1021
2010,23,turnovers,26
2010,2305,interceptions,14
2010,2305,penalties,72
2010,2305,rushingYards,1615
2010,2305,turnovers,20
2010,2306,interceptions,8
2010,2306,penalties,62
2010,2306,rushingYards,2593
2010,2306,turnovers,18
2010,2309,interceptions,14
2010,2309,penalties,74
2010,2309,rushingYards,1363
2010,2309,turnovers,27
2010,2348,interceptions,14
2010,2348,penalties,59
2010,2348,rushingYards,2051
2010,2348,turnovers,27
2010,235,interceptions,13
2010,235,penalties,76
2010,235,rushingYards,1099
2010,235,turnovers,26
2010,238,interceptions,11
2010,238,penalties,65
2010,238,rushingYards,1666
2010,238,turnovers,20
2010,239,interceptions,8
2010,239,penalties,108
2010,239,rushingYards,2530
2010,239,turnovers,20
2010,2390,interceptions,27
2010,2390,penalties,107
2010,2390,rushingYards,2372
2010,2390,turnovers,36
2010,2393,interceptions,24
2010,2393,penalties,80
2010,2393,rushingYards,2350
2010,2393,turnovers,38
2010,24,interceptions,8
2010,24,penalties,65
2010,24,rushingYards,2779
2010,24,turnovers,17
2010,242,interceptions,12
2010,242,penalties,62
2010,242,rushingYards,1913
2010,242,turnovers,21
2010,2426,interceptions,6
2010,2426,penalties,44
2010,2426,rushingYards,3702
2010,2426,turnovers,16
2010,2433,interceptions,14
2010,2433,penalties,96
2010,2433,rushingYards,1444
2010,2433,turnovers,25
2010,2440,interceptions,9
2010,2440,penalties,72
2010,2440,rushingYards,4091
2010,2440,turnovers,19
2010,245,interceptions,15
2010,245,penalties,101
2010,245,rushingYards,2145
2010,245,turnovers,30
2010,2459,interceptions,8
2010,2459,penalties,63
2010,2459,rushingYards,3645
2010,2459,turnovers,14
2010,248,interceptions,20
2010,248,penalties,60
2010,248,rushingYards,1839
2010,248,turnovers,27
2010,2483,interceptions,9
2010,2483,penalties,93
2010,2483,rushingYards,3717
2010,2483,turnovers,24
2010,249,interceptions,9
2010,249,penalties,84
2010,249,rushingYards,2426
2010,249,turnovers,18
2010,25,interceptions,11
2010,25,penalties,80
2010,25,rushingYards,1907
2010,25,turnovers,18
2010,2509,interceptions,17
2010,2509,penalties,77
2010,2509,rushingYards,1930
2010,2509,turnovers,27
2010,251,interceptions,17
2010,251,penalties,75
2010,251,rushingYards,1806
2010,251,turnovers,30
2010,252,interceptions,11
2010,252,penalties,69
2010,252,rushingYards,2185
2010,252,turnovers,21
2010,254,interceptions,12
2010,254,penalties,76
2010,254,rushingYards,1988
2010,254,turnovers,26
2010,2567,interceptions,14
2010,2567,penalties,75
2010,2567,rushingYards,1943
2010,2567,turnovers,27
2010,2572,interceptions,8
2010,2572,penalties,98
2010,2572,rushingYards,2611
2010,2572,turnovers,18
2010,2579,interceptions,17
2010,2579,penalties,73
2010,2579,rushingYards,2161
2010,2579,turnovers,26
2010,258,interceptions,17
2010,258,penalties,97
2010,258,rushingYards,1672
2010,258,turnovers,23
2010,259,interceptions,5
2010,259,penalties,67
2010,259,rushingYards,2782
2010,259,turnovers,13
2010,26,interceptions,14
2010,26,penalties,80
2010,26,rushingYards,2107
2010,26,turnovers,29
2010,2628,interceptions,6
2010,2628,penalties,68
2010,2628,rushingYards,3216
2010,2628,turnovers,13
2010,2633,interceptions,15
2010,2633,penalties,76
2010,2633,rushingYards,1420
2010,2633,turnovers,24
2010,2638,interceptions,14
2010,2638,penalties,77
2010,2638,rushingYards,1782
2010,2638,turnovers,21
2010,264,interceptions,9
2010,264,penalties,80
2010,264,rushingYards,2240
2010,264,turnovers,17
2010,2641,interceptions,11
2010,2641,penalties,77
2010,2641,rushingYards,1837
2010,2641,turnovers,27
2010,2649,interceptions,14
2010,2649,penalties,102
2010,2649,rushingYards,2176
2010,2649,turnovers,23
2010,265,interceptions,12
2010,265,penalties,76
2010,265,rushingYards,1092
2010,265,turnovers,23
2010,2653,interceptions,15
2010,2653,penalties,110
2010,2653,rushingYards,2036
2010,2653,turnovers,30
2010,2655,interceptions,12
2010,2655,penalties,61
2010,2655,rushingYards,1530
2010,2655,turnovers,25
2010,2711,interceptions,12
2010,2711,penalties,69
2010,2711,rushingYards,1511
2010,2711,turnovers,27
2010,275,interceptions,6
2010,275,penalties,41
2010,275,rushingYards,3194
2010,275,turnovers,9
2010,2751,interceptions,9
2010,2751,penalties,65
2010,2751,rushingYards,1434
2010,2751,turnovers,18
2010,276,interceptions,15
2010,276,penalties,79
2010,276,rushingYards,1166
2010,276,turnovers,23
2010,277,interceptions,8
2010,277,penalties,62
2010,277,rushingYards,2076
2010,277,turnovers,28
2010,278,interceptions,9
2010,278,penalties,73
2010,278,rushingYards,1958
2010,278,turnovers,24
2010,30,interceptions,13
2010,30,penalties,90
2010,30,rushingYards,2461
2010,30,turnovers,22
2010,309,interceptions,15
2010,309,penalties,68
2010,309,rushingYards,1207
2010,309,turnovers,25
2010,328,interceptions,14
2010,328,penalties,78
2010,328,rushingYards,2024
2010,328,turnovers,21
2010,333,interceptions,5
2010,333,penalties,66
2010,333,rushingYards,2378
2010,333,turnovers,14
2010,344,interceptions,13
2010,344,penalties,68
2010,344,rushingYards,2793
2010,344,turnovers,21
2010,349,interceptions,3
2010,349,penalties,55
2010,349,rushingYards,3271
2010,349,turnovers,14
2010,356,interceptions,12
2010,356,penalties,79
2010,356,rushingYards,3199
2010,356,turnovers,19
2010,36,interceptions,13
2010,36,penalties,54
2010,36,rushingYards,1356
2010,36,turnovers,22
2010,38,interceptions,11
2010,38,penalties,78
2010,38,rushingYards,1644
2010,38,turnovers,20
2010,41,interceptions,9
2010,41,penalties,63
2010,41,rushingYards,2271
2010,41,turnovers,19
2010,52,interceptions,13
2010,52,penalties,89
2010,52,rushingYards,2400
2010,52,turnovers,23
2010,57,interceptions,12
2010,57,penalties,101
2010,57,rushingYards,2165
2010,57,turnovers,27
2010,58,interceptions,16
2010,58,penalties,74
2010,58,rushingYards,1883
2010,58,turnovers,22
2010,59,interceptions,7
2010,59,penalties,80
2010,59,rushingYards,4203
2010,59,turnovers,27
2010,61,interceptions,8
2010,61,penalties,68
2010,61,rushingYards,1854
2010,61,turnovers,16
2010,66,interceptions,10
2010,66,penalties,71
2010,66,rushingYards,1718
2010,66,turnovers,17
2010,68,interceptions,6
2010,68,penalties,73
2010,68,rushingYards,2603
2010,68,turnovers,19
2010,70,interceptions,17
2010,70,penalties,87
2010,70,rushingYards,1146
2010,70,turnovers,28
2010,77,interceptions,10
2010,77,penalties,82
2010,77,rushingYards,2027
2010,77,turnovers,23
2010,8,interceptions,15
2010,8,penalties,103
2010,8,rushingYards,1935
2010,8,turnovers,24
2010,84,interceptions,12
2010,84,penalties,52
2010,84,rushingYards,1204
2010,84,turnovers,20
2010,87,interceptions,16
2010,87,penalties,58
2010,87,rushingYards,1646
2010,87,turnovers,24
2010,9,interceptions,17
2010,9,penalties,96
2010,9,rushingYards,1671
2010,9,turnovers,23
2010,96,interceptions,9
2010,96,penalties,71
2010,96,rushingYards,2061
2010,96,turnovers,20
2010,97,interceptions,8
2010,97,penalties,103
2010,97,rushingYards,2275
2010,97,turnovers,16
2010,98,interceptions,6
2010,98,penalties,73
2010,98,rushingYards,2106
2010,98,turnovers,14
2010,99,interceptions,11
2010,99,penalties,77
2010,99,rushingYards,2438
2010,99,turnovers,23
2011,103,interceptions,10
2011,103,penalties,50
2011,103,rushingYards,1571
2011,103,turnovers,20
2011,12,interceptions,15
2011,12,penalties,95
2011,12,rushingYards,1134
2011,12,turnovers,21
2011,120,interceptions,16
2011,120,penalties,49
2011,120,rushingYards,2032
2011,120,turnovers,23
2011,127,interceptions,10
2011,127,penalties,94
2011,127,rushingYards,1931
2011,127,turnovers,18
2011,130,interceptions,16
2011,130,penalties,52
2011,130,rushingYards,2694
2011,130,turnovers,22
2011,135,interceptions,10
2011,135,penalties,68
2011,135,rushingYards,1920
2011,135,turnovers,17
2011,142,interceptions,11
2011,142,penalties,70
2011,142,rushingYards,3172
2011,142,turnovers,19
2011,145,interceptions,13
2011,145,penalties,80
2011,145,rushingYards,1555
2011,145,turnovers,25
2011,150,interceptions,12
2011,150,penalties,55
2011,150,rushingYards,1129
2011,150,turnovers,21
2011,151,interceptions,20
2011,151,penalties,59
2011,151,rushingYards,1309
2011,151,turnovers,35
2011,152,interceptions,12
2011,152,penalties,60
2011,152,rushingYards,1363
2011,152,turnovers,27
2011,153,interceptions,14
2011,153,penalties,70
2011,153,rushingYards,1805
2011,153,turnovers,26
2011,154,interceptions,8
2011,154,penalties,63
2011,154,rushingYards,1490
2011,154,turnovers,12
2011,158,interceptions,8
2011,158,penalties,85
2011,158,rushingYards,2824
2011,158,turnovers,19
2011,166,interceptions,14
2011,166,penalties,90
2011,166,rushingYards,1625
2011,166,turnovers,26
2011,167,interceptions,8
2011,167,penalties,81
2011,167,rushingYards,1358
2011,167,turnovers,21
2011,183,interceptions,9
2011,183,penalties,77
2011,183,rushingYards,1445
2011,183,turnovers,19
2011,189,interceptions,14
2011,189,penalties,57
2011,189,rushingYards,1475
2011,189,turnovers,28
2011,193,interceptions,11
2011,193,penalties,69
2011,193,rushingYards,886
2011,193,turnovers,21
2011,194,interceptions,5
2011,194,penalties,70
2011,194,rushingYards,2485
2011,194,turnovers,15
2011,195,interceptions,11
2011,195,penalties,85
2011,195,rushingYards,2750
2011,195,turnovers,27
2011,197,interceptions,13
2011,197,penalties,72
2011,197,rushingYards,2062
2011,197,turnovers,23
2011,2,interceptions,13
2011,2,penalties,75
2011,2,rushingYards,2370
2011,2,turnovers,21
2011,2005,interceptions,8
2011,2005,penalties,61
2011,2005,rushingYards,4092
2011,2005,turnovers,26
2011,2006,interceptions,11
2011,2006,penalties,63
2011,2006,rushingYards,1373
2011,2006,turnovers,24
2011,201,interceptions,16
2011,201,penalties,64
2011,201,rushingYards,2118
2011,201,turnovers,29
2011,202,interceptions,17
2011,202,penalties,52
2011,202,rushingYards,2492
2011,202,turnovers,34
2011,2032,interceptions,15
2011,2032,penalties,83
2011,2032,rushingYards,1872
2011,2032,turnovers,26
2011,204,interceptions,19
2011,204,penalties,89
2011,204,rushingYards,1043
2011,204,turnovers,32
2011,2050,interceptions,9
2011,2050,penalties,52
2011,2050,rushingYards,1583
2011,2050,turnovers,15
2011,2084,interceptions,9
2011,2084,penalties,67
2011,2084,rushingYards,1860
2011,2084,turnovers,15
2011,21,interceptions,8
2011,21,penalties,60
2011,21,rushingYards,2398
2011,21,turnovers,17
2011,2116,interceptions,8
2011,2116,penalties,68
2011,2116,rushingYards,2025
2011,2116,turnovers,18
2011,2117,interceptions,18
2011,2117,penalties,57
2011,2117,rushingYards,1389
2011,2117,turnovers,23
2011,213,interceptions,12
2011,213,penalties,64
2011,213,rushingYards,2150
2011,213,turnovers,25
2011,2132,interceptions,14
2011,2132,penalties,67
2011,2132,rushingYards,2321
2011,2132,turnovers,21
2011,218,interceptions,4
2011,218,penalties,64
2011,218,rushingYards,3133
2011,218,turnovers,10
2011,2199,interceptions,8
2011,2199,penalties,85
2011,2199,rushingYards,2487
2011,2199,turnovers,17
2011,221,interceptions,14
2011,221,penalties,68
2011,221,rushingYards,1824
2011,221,turnovers,22
2011,2226,interceptions,14
2011,2226,penalties,87
2011,2226,rushingYards,1199
2011,2226,turnovers,25
2011,2229,interceptions,5
2011,2229,penalties,91
2011,2229,rushingYards,1712
2011,2229,turnovers,15
2011,228,interceptions,12
2011,228,penalties,62
2011,228,rushingYards,2219
2011,228,turnovers,25
2011,2294,interceptions,8
2011,2294,penalties,62
2011,2294,rushingYards,1790
2011,2294,turnovers,18
2011,23,interceptions,15
2011,23,penalties,40
2011,23,rushingYards,1222
2011,23,turnovers,33
2011,2305,interceptions,12
2011,2305,penalties,69
2011,2305,rushingYards,1913
2011,2305,turnovers,23
2011,2306,interceptions,6
2011,2306,penalties,61
2011,2306,rushingYards,2411
2011,2306,turnovers,16
2011,2309,interceptions,9
2011,2309,penalties,70
2011,2309,rushingYards,1194
2011,2309,turnovers,19
2011,2348,interceptions,11
2011,2348,penalties,88
2011,2348,rushingYards,1901
2011,2348,turnovers,20
2011,235,interceptions,8
2011,235,penalties,57
2011,235,rushingYards,1008
2011,235,turnovers,18
2011,238,interceptions,18
2011,238,penalties,80
2011,238,rushingYards,2138
2011,238,turnovers,28
2011,239,interceptions,6
2011,239,penalties,92
2011,239,rushingYards,3063
2011,239,turnovers,28
2011,2390,interceptions,11
2011,2390,penalties,69
2011,2390,rushingYards,1748
2011,2390,turnovers,22
2011,2393,interceptions,13
2011,2393,penalties,52
2011,2393,rushingYards,1659
2011,2393,turnovers,26
2011,24,interceptions,10
2011,24,penalties,81
2011,24,rushingYards,2738
2011,24,turnovers,17
2011,242,interceptions,7
2011,242,penalties,56
2011,242,rushingYards,1811
2011,242,turnovers,19
2011,2426,interceptions,6
2011,2426,penalties,28
2011,2426,rushingYards,3747
2011,2426,turnovers,15
2011,2433,interceptions,9
2011,2433,penalties,62
2011,2433,rushingYards,1605
2011,2433,turnovers,18
2011,2440,interceptions,12
2011,2440,penalties,89
2011,2440,rushingYards,3218
2011,2440,turnovers,26
2011,245,interceptions,15
2011,245,penalties,91
2011,245,rushingYards,2589
2011,245,turnovers,24
2011,2459,interceptions,6
2011,2459,penalties,71
2011,2459,rushingYards,3090
2011,2459,turnovers,18
2011,248,interceptions,6
2011,248,penalties,85
2011,248,rushingYards,2086
2011,248,turnovers,15
2011,2483,interceptions,7
2011,2483,penalties,100
2011,2483,rushingYards,4189
2011,2483,turnovers,20
2011,249,interceptions,9
2011,249,penalties,60
2011,249,rushingYards,1829
2011,249,turnovers,17
2011,25,interceptions,12
2011,25,penalties,98
2011,25,rushingYards,2013
2011,25,turnovers,25
2011,2509,interceptions,11
2011,2509,penalties,96
2011,2509,rushingYards,2361
2011,2509,turnovers,20
2011,251,interceptions,15
2011,251,penalties,84
2011,251,rushingYards,2634
2011,251,turnovers,26
2011,252,interceptions,15
2011,252,penalties,75
2011,252,rushingYards,2084
2011,252,turnovers,27
2011,254,interceptions,10
2011,254,penalties,74
2011,254,rushingYards,1789
2011,254,turnovers,23
2011,2567,interceptions,19
2011,2567,penalties,80
2011,2567,rushingYards,1479
2011,2567,turnovers,34
2011,2572,interceptions,12
2011,2572,penalties,108
2011,2572,rushingYards,2872
2011,2572,turnovers,32
2011,2579,interceptions,15
2011,2579,penalties,82
2011,2579,rushingYards,2497
2011,2579,turnovers,27
2011,258,interceptions,16
2011,258,penalties,68
2011,258,rushingYards,2107
2011,258,turnovers,28
2011,259,interceptions,10
2011,259,penalties,82
2011,259,rushingYards,2616
2011,259,turnovers,18
2011,26,interceptions,9
2011,26,penalties,91
2011,26,rushingYards,2497
2011,26,turnovers,26
2011,2628,interceptions,7
2011,2628,penalties,72
2011,2628,rushingYards,2712
2011,2628,turnovers,21
2011,2633,interceptions,12
2011,2633,penalties,69
2011,2633,rushingYards,1081
2011,2633,turnovers,18
2011,2638,interceptions,17
2011,2638,penalties,55
2011,2638,rushingYards,1859
2011,2638,turnovers,29
2011,264,interceptions,13
2011,264,penalties,78
2011,264,rushingYards,2006
2011,264,turnovers,22
2011,2641,interceptions,10
2011,2641,penalties,92
2011,2641,rushingYards,1502
2011,2641,turnovers,18
2011,2649,interceptions,7
2011,2649,penalties,83
2011,2649,rushingYards,2537
2011,2649,turnovers,14
2011,265,interceptions,12
2011,265,penalties,77
2011,265,rushingYards,1202
2011,265,turnovers,21
2011,2653,interceptions,13
2011,2653,penalties,77
2011,2653,rushingYards,1002
2011,2653,turnovers,27
2011,2655,interceptions,15
2011,2655,penalties,72
2011,2655,rushingYards,1642
2011,2655,turnovers,26
2011,2711,interceptions,15
2011,2711,penalties,82
2011,2711,rushingYards,1479
2011,2711,turnovers,31
2011,275,interceptions,5
2011,275,penalties,66
2011,275,rushingYards,3298
2011,275,turnovers,10
2011,2751,interceptions,11
2011,2751,penalties,63
2011,2751,rushingYards,2361
2011,2751,turnovers,19
2011,276,interceptions,15
2011,276,penalties,72
2011,276,rushingYards,1561
2011,276,turnovers,28
2011,277,interceptions,9
2011,277,penalties,80
2011,277,rushingYards,1595
2011,277,turnovers,22
2011,278,interceptions,10
2011,278,penalties,88
2011,278,rushingYards,1810
2011,278,turnovers,24
2011,30,interceptions,7
2011,30,penalties,71
2011,30,rushingYards,1951
2011,30,turnovers,18
2011,309,interceptions,10
2011,309,penalties,99
2011,309,rushingYards,1627
2011,309,turnovers,23
2011,328,interceptions,6
2011,328,penalties,80
2011,328,rushingYards,3675
2011,328,turnovers,25
2011,333,interceptions,8
2011,333,penalties,49
2011,333,rushingYards,2788
2011,333,turnovers,12
2011,344,interceptions,13
2011,344,penalties,71
2011,344,rushingYards,2279
2011,344,turnovers,20
2011,349,interceptions,4
2011,349,penalties,49
2011,349,rushingYards,4158
2011,349,turnovers,34
2011,356,interceptions,13
2011,356,penalties,64
2011,356,rushingYards,2232
2011,356,turnovers,28
2011,36,interceptions,14
2011,36,penalties,82
2011,36,rushingYards,2002
2011,36,turnovers,26
2011,38,interceptions,11
2011,38,penalties,103
2011,38,rushingYards,1413
2011,38,turnovers,21
2011,41,interceptions,9
2011,41,penalties,63
2011,41,rushingYards,1422
2011,41,turnovers,23
2011,52,interceptions,12
2011,52,penalties,103
2011,52,rushingYards,1458
2011,52,turnovers,19
2011,57,interceptions,13
2011,57,penalties,100
2011,57,rushingYards,1859
2011,57,turnovers,26
2011,58,interceptions,11
2011,58,penalties,85
2011,58,rushingYards,2198
2011,58,turnovers,24
2011,59,interceptions,8
2011,59,penalties,58
2011,59,rushingYards,4114
2011,59,turnovers,19
2011,61,interceptions,14
2011,61,penalties,86
2011,61,rushingYards,2296
2011,61,turnovers,25
2011,66,interceptions,17
2011,66,penalties,88
2011,66,rushingYards,2265
2011,66,turnovers,35
2011,68,interceptions,10
2011,68,penalties,69
2011,68,rushingYards,2235
2011,68,turnovers,19
2011,70,interceptions,16
2011,70,penalties,76
2011,70,rushingYards,1359
2011,70,turnovers,26
2011,77,interceptions,9
2011,77,penalties,56
2011,77,rushingYards,2166
2011,77,turnovers,17
2011,8,interceptions,7
2011,8,penalties,80
2011,8,rushingYards,1786
2011,8,turnovers,22
2011,84,interceptions,11
2011,84,penalties,81
2011,84,rushingYards,1932
2011,84,turnovers,18
2011,87,interceptions,17
2011,87,penalties,82
2011,87,rushingYards,2085
2011,87,turnovers,29
2011,9,interceptions,13
2011,9,penalties,104
2011,9,rushingYards,1678
2011,9,turnovers,23
2011,96,interceptions,12
2011,96,penalties,59
2011,96,rushingYards,1490
2011,96,turnovers,24
2011,97,interceptions,13
2011,97,penalties,90
2011,97,rushingYards,1580
2011,97,turnovers,21
2011,98,interceptions,13
2011,98,penalties,89
2011,98,rushingYards,2179
2011,98,turnovers,23
2011,99,interceptions,5
2011,99,penalties,86
2011,99,rushingYards,2836
2011,99,turnovers,10
2012,103,interceptions,13
2012,103,penalties,48
2012,103,rushingYards,1086
2012,103,turnovers,24
2012,113,interceptions,19
2012,113,penalties,81
2012,113,rushingYards,1099
2012,113,turnovers,28
2012,12,interceptions,15
2012,12,penalties,83
2012,12,rushingYards,2961
2012,12,turnovers,28
2012,120,interceptions,12
2012,120,penalties,48
2012,120,rushingYards,1236
2012,120,turnovers,29
2012,127,interceptions,10
2012,127,penalties,75
2012,127,rushingYards,1942
2012,127,turnovers,18
2012,130,interceptions,19
2012,130,penalties,62
2012,130,rushingYards,2389
2012,130,turnovers,27
2012,135,interceptions,15
2012,135,penalties,81
2012,135,rushingYards,1975
2012,135,turnovers,22
2012,142,interceptions,14
2012,142,penalties,67
2012,142,rushingYards,1662
2012,142,turnovers,22
2012,145,interceptions,18
2012,145,penalties,62
2012,145,rushingYards,2260
2012,145,turnovers,29
2012,150,interceptions,12
2012,150,penalties,76
2012,150,rushingYards,1628
2012,150,turnovers,21
2012,151,interceptions,14
2012,151,penalties,54
2012,151,rushingYards,1760
2012,151,turnovers,22
2012,152,interceptions,17
2012,152,penalties,87
2012,152,rushingYards,1444
2012,152,turnovers,33
2012,153,interceptions,7
2012,153,penalties,90
2012,153,rushingYards,2326
2012,153,turnovers,18
2012,154,interceptions,7
2012,154,penalties,53
2012,154,rushingYards,1206
2012,154,turnovers,15
2012,158,interceptions,13
2012,158,penalties,86
2012,158,rushingYards,3547
2012,158,turnovers,35
2012,166,interceptions,11
2012,166,penalties,61
2012,166,rushingYards,1171
2012,166,turnovers,27
2012,167,interceptions,4
2012,167,penalties,62
2012,167,rushingYards,3911
2012,167,turnovers,14
2012,183,interceptions,10
2012,183,penalties,100
2012,183,rushingYards,2427
2012,183,turnovers,22
2012,189,interceptions,13
2012,189,penalties,92
2012,189,rushingYards,1992
2012,189,turnovers,18
2012,193,interceptions,12
2012,193,penalties,57
2012,193,rushingYards,1039
2012,193,turnovers,19
2012,194,interceptions,7
2012,194,penalties,84
2012,194,rushingYards,2907
2012,194,turnovers,18
2012,195,interceptions,5
2012,195,penalties,69
2012,195,rushingYards,2643
2012,195,turnovers,10
2012,197,interceptions,16
2012,197,penalties,83
2012,197,rushingYards,2799
2012,197,turnovers,22
2012,2,interceptions,15
2012,2,penalties,75
2012,2,rushingYards,1781
2012,2,turnovers,25
2012,2005,interceptions,8
2012,2005,penalties,44
2012,2005,rushingYards,4111
2012,2005,turnovers,29
2012,2006,interceptions,18
2012,2006,penalties,99
2012,2006,rushingYards,1373
2012,2006,turnovers,27
2012,201,interceptions,11
2012,201,penalties,74
2012,201,rushingYards,2098
2012,201,turnovers,20
2012,202,interceptions,13
2012,202,penalties,63
2012,202,rushingYards,3440
2012,202,turnovers,24
2012,2032,interceptions,5
2012,2032,penalties,63
2012,2032,rushingYards,2681
2012,2032,turnovers,14
2012,204,interceptions,16
2012,204,penalties,79
2012,204,rushingYards,1617
2012,204,turnovers,23
2012,2050,interceptions,10
2012,2050,penalties,61
2012,2050,rushingYards,2642
2012,2050,turnovers,17
2012,2084,interceptions,10
2012,2084,penalties,73
2012,2084,rushingYards,2119
2012,2084,turnovers,22
2012,21,interceptions,11
2012,21,penalties,72
2012,21,rushingYards,2869
2012,21,turnovers,25
2012,2116,interceptions,7
2012,2116,penalties,60
2012,2116,rushingYards,2545
2012,2116,turnovers,15
2012,2117,interceptions,9
2012,2117,penalties,55
2012,2117,rushingYards,1952
2012,2117,turnovers,16
2012,213,interceptions,5
2012,213,penalties,63
2012,213,rushingYards,1727
2012,213,turnovers,13
2012,2132,interceptions,11
2012,2132,penalties,73
2012,2132,rushingYards,2619
2012,2132,turnovers,19
2012,218,interceptions,6
2012,218,penalties,59
2012,218,rushingYards,2213
2012,218,turnovers,19
2012,2199,interceptions,15
2012,2199,penalties,70
2012,2199,rushingYards,1950
2012,2199,turnovers,21
2012,221,interceptions,3
2012,221,penalties,87
2012,221,rushingYards,1730
2012,221,turnovers,10
2012,2226,interceptions,6
2012,2226,penalties,77
2012,2226,rushingYards,1347
2012,2226,turnovers,19
2012,2229,interceptions,6
2012,2229,penalties,89
2012,2229,rushingYards,1747
2012,2229,turnovers,22
2012,228,interceptions,14
2012,228,penalties,66
2012,228,rushingYards,2484
2012,228,turnovers,21
2012,2294,interceptions,8
2012,2294,penalties,55
2012,2294,rushingYards,1476
2012,2294,turnovers,11
2012,23,interceptions,9
2012,23,penalties,67
2012,23,rushingYards,1475
2012,23,turnovers,24
2012,2305,interceptions,13
2012,2305,penalties,45
2012,2305,rushingYards,2540
2012,2305,turnovers,23
